id(url),Platform,title,provider,reviewer_id,single_rating_value,review_date,reviewer_url
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2014-05-20,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2014-05-07,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2014-05-01,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,ekfrasi,5,2014-04-29,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2014-05-17,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,4,2014-05-01,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2014-07-17,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Andrei B&acirc;rsan,5,2014-05-05,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,4,2014-04-29,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,3,2013-05-17,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Lim,5,2015-01-30,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Oliver Tacke,5,2015-11-22,https://www.class-central.com/u/109831
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2014-02-16,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Alessandro Restagno,5,2014-05-05,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,eileen_greening,5,2013-05-25,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Aizhan Romer,5,2014-04-29,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2014-05-03,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Pusk&aacute;di Paula,5,2014-04-29,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,4,2014-04-28,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2014-05-02,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2014-01-09,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2014-05-12,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2014-07-22,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2014-08-14,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Adrian Iulian Baranga,5,2014-04-28,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Mehtap Demir,5,2014-04-28,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2013-11-14,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2014-05-13,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2014-04-07,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Jelena-Kristina Zeljeznjak,5,2014-04-28,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2014-05-09,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2014-05-04,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2014-09-09,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,figurushka,5,2014-05-04,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Yelena Vorobey,5,2014-04-30,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Cristina Musat,5,2014-05-05,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2014-08-19,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,5,2014-06-18,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Ilan Aisic,5,2014-05-06,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Anonymous,4,2014-05-04,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Tomek Ma?ek,5,2015-05-25,https://www.class-central.com/u/63888
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Liviu,5,2015-08-05,https://www.class-central.com/u/82128
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Miyuki Tellez,5,2015-01-31,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Veve Cim,5,2016-03-15,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Huy,5,2014-11-01,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Jtrnjn,4,2015-10-10,https://www.class-central.com/u/103169
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Panayiotis Tembriotis,5,2016-03-20,https://www.class-central.com/u/107311
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Norma-jean Benoy,5,2015-11-27,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Sahithi Kalluri,5,2016-03-30,null
https://www.class-central.com/mooc/424/coursera-a-beginner-s-guide-to-irrational-behavior,ClassCentral,A Beginner's Guide to Irrational Behavior,Coursera,Konstantina Mouratiadi,5,2016-03-30,null
50363,CourseTalk,A Brief History of Human Spaceflight,Coursera,Kristina ?ekrst,4,2015-11-22,/accounts/profile/sekrst
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Edward Tanguay,5,2014-08-13,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Anonymous,4,2013-12-17,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Raj Dhawan,5,2015-09-08,https://www.class-central.com/u/91356
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Anonymous,5,2014-01-04,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,KUMAR UJJWAL SINGH,5,2013-10-17,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Ivan Tarapov,5,2014-08-11,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,John Hunt,4,2014-02-24,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Anonymous,5,2016-04-21,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Anonymous,5,2013-12-05,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Anonymous,5,2014-04-29,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Se-won Ahn,5,2013-09-07,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Anonymous,5,2013-12-08,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Anonymous,5,2015-08-10,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Will Renius,5,2014-08-10,https://www.class-central.com/u/21430
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Anonymous,5,2014-01-02,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Anonymous,5,2015-10-01,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Maboroshi,5,2015-01-06,https://www.class-central.com/u/39567
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Karl Renius,5,2014-07-21,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Anonymous,5,2013-10-26,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Pawe©© Klimczuk,5,2016-07-02,https://www.class-central.com/u/190386
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Kostas Tzioufas,5,2014-07-27,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Aana,5,2015-03-24,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Sheryl Zheng,5,2015-08-25,https://www.class-central.com/u/89732
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Luis Ribeiro,5,2015-09-29,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Ksenia Korovina,5,2016-01-10,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Pablo Schejtman,4,2015-06-08,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Norma-jean Benoy,5,2015-11-27,null
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Mick,5,2015-10-10,https://www.class-central.com/u/103381
https://www.class-central.com/mooc/566/coursera-a-brief-history-of-humankind,ClassCentral,A Brief History of Humankind,Coursera,Kat Morgenstern,5,2016-03-30,https://www.class-central.com/u/49741
https://www.class-central.com/mooc/4392/coursera-a-crash-course-in-data-science,ClassCentral,A Crash Course in Data Science,Coursera,Gregory J Hamel ( Life Is Study),4,2015-09-16,https://www.class-central.com/@greg
https://www.class-central.com/mooc/4392/coursera-a-crash-course-in-data-science,ClassCentral,A Crash Course in Data Science,Coursera,Dissipate,1,2016-01-30,https://www.class-central.com/u/132935
https://www.class-central.com/mooc/4392/coursera-a-crash-course-in-data-science,ClassCentral,A Crash Course in Data Science,Coursera,Andrew Pribram,3,2016-02-09,null
https://www.class-central.com/mooc/4392/coursera-a-crash-course-in-data-science,ClassCentral,A Crash Course in Data Science,Coursera,Gustavo Henrique Mascarenhas Machado,5,2015-11-15,https://www.class-central.com/u/113623
https://www.class-central.com/mooc/4392/coursera-a-crash-course-in-data-science,ClassCentral,A Crash Course in Data Science,Coursera,Stavros Machairidis,4,2015-10-05,https://www.class-central.com/u/49595
https://www.class-central.com/mooc/4392/coursera-a-crash-course-in-data-science,ClassCentral,A Crash Course in Data Science,Coursera,Datcu Octavian,3,2016-06-18,null
https://www.class-central.com/mooc/4392/coursera-a-crash-course-in-data-science,ClassCentral,A Crash Course in Data Science,Coursera,Steven Meyer,3,2016-06-18,https://www.class-central.com/u/94953
https://www.class-central.com/mooc/4392/coursera-a-crash-course-in-data-science,ClassCentral,A Crash Course in Data Science,Coursera,Rajanand,3,2016-04-10,https://www.class-central.com/u/90906
https://www.class-central.com/mooc/4392/coursera-a-crash-course-in-data-science,ClassCentral,A Crash Course in Data Science,Coursera,Ali Taheri,5,2015-10-08,https://www.class-central.com/u/45161
https://www.class-central.com/mooc/4392/coursera-a-crash-course-in-data-science,ClassCentral,A Crash Course in Data Science,Coursera,Chris Khein,1,2016-02-14,https://www.class-central.com/u/141333
https://www.class-central.com/mooc/4392/coursera-a-crash-course-in-data-science,ClassCentral,A Crash Course in Data Science,Coursera,Janet Wesner,2,2016-05-02,https://www.class-central.com/u/166359
https://www.class-central.com/mooc/4392/coursera-a-crash-course-in-data-science,ClassCentral,A Crash Course in Data Science,Coursera,Marija Musteikyte,5,2015-10-16,null
https://www.class-central.com/mooc/4392/coursera-a-crash-course-in-data-science,ClassCentral,A Crash Course in Data Science,Coursera,Shaun Moate,3,2016-01-12,https://www.class-central.com/u/129759
50862,CourseTalk,A Crash Course in Data Science,Coursera,Greg Hamel,4,2016-01-06,/accounts/profile/greghamel
https://www.class-central.com/mooc/351/coursera-a-history-of-the-world-since-1300,ClassCentral,A History of the World since 1300,Coursera,Anonymous,5,2012-12-18,null
https://www.class-central.com/mooc/351/coursera-a-history-of-the-world-since-1300,ClassCentral,A History of the World since 1300,Coursera,Anonymous,5,2013-11-10,null
https://www.class-central.com/mooc/351/coursera-a-history-of-the-world-since-1300,ClassCentral,A History of the World since 1300,Coursera,Mohammad Sajjad Haider,5,2015-09-23,https://www.class-central.com/u/97870
https://www.class-central.com/mooc/351/coursera-a-history-of-the-world-since-1300,ClassCentral,A History of the World since 1300,Coursera,Helga Maria Saboia Bezerra,5,2013-10-25,null
https://www.class-central.com/mooc/351/coursera-a-history-of-the-world-since-1300,ClassCentral,A History of the World since 1300,Coursera,Bill Tollefson,4,2015-06-21,https://www.class-central.com/u/70322
https://www.class-central.com/mooc/351/coursera-a-history-of-the-world-since-1300,ClassCentral,A History of the World since 1300,Coursera,Alan Salsac,5,2015-07-08,https://www.class-central.com/u/74690
https://www.class-central.com/mooc/4897/coursera-a-law-student-s-toolkit,ClassCentral,A Law Student's Toolkit,Coursera,Martha Isabelle Baldonado,4,2016-05-31,https://www.class-central.com/u/102834
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Roshni Kanchan,5,2015-08-03,https://www.class-central.com/u/81427
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Catherine Xavier,5,2015-06-06,https://www.class-central.com/u/66744
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Kate Smith,5,2015-08-02,null
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Uma Maheshwaraa,5,2015-06-05,https://www.class-central.com/u/66672
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Barbara Norl,5,2015-08-04,https://www.class-central.com/u/81936
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Valerie,5,2015-10-20,https://www.class-central.com/u/106406
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Anonymous,4,2015-08-03,null
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Carolyn E. Cooper,5,2016-02-02,https://www.class-central.com/u/136906
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Anonymous,4,2015-06-08,null
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Andreas Muhelbrandt,5,2015-08-19,https://www.class-central.com/u/88021
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Anonymous,5,2015-08-03,null
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Smita Sahay,5,2015-06-06,https://www.class-central.com/u/66792
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Anonymous,3,2016-03-16,null
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Anonymous,5,2015-06-05,null
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Stretchingtime,5,2015-07-30,https://www.class-central.com/u/80351
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Anonymous,5,2015-10-30,null
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Sanjeev Pandiya,5,2016-01-30,https://www.class-central.com/u/135880
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Hans Van Wijhe,5,2015-08-18,https://www.class-central.com/u/87549
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Billie Bivins,5,2015-07-23,https://www.class-central.com/u/78081
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Claudio Haces G?mez,5,2015-08-04,https://www.class-central.com/u/81951
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Anonymous,5,2016-02-05,null
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Olga Yuryevna,5,2015-11-08,https://www.class-central.com/u/111840
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Jatin Gujrati,5,2015-06-09,https://www.class-central.com/u/67424
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Katalin Kov?cs,5,2015-10-23,https://www.class-central.com/u/107130
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Anonymous,5,2015-07-30,null
https://www.class-central.com/mooc/2860/coursera-a-life-of-happiness-and-fulfillment,ClassCentral,A Life of Happiness and Fulfillment,Coursera,Anonymous,5,2015-06-06,null
